title;price;type;country;color;alcohol;age;vol;raw;class
Вино Blush Pinot Grigio Delle Venezie – Folonari 0,75 л;630;вино;италия;розовое;;;0,75;;
Вино Solealto Bianco Spumante Extra Dry 0,75 л;630;вино;италия;белое;11;;0,75;;
Вино Casa Bataneros Verdejo Sauvignon Blanc, Valdepenas DO, 2016 0,75 л;630;вино;испания;белое;;;0,75;;
Вино Filipa de Lencastre 2015 VR 0,75 л;632;вино;;белое;;;0,75;;
Вино Estada Rose;633;вино;испания;розовое;;;0,75;;
Вино Пино Нуар - Крю Лермонт - Фанагория 0,75 л;636;вино;россия;красное;;;0,75;;
Вино Вино Фиорино д`ОРО 3 л;636;вино;италия;красное;;;3;;
Вино Carmenere Classic – Iglesias de Chiloe 0,75 л;638;вино;чили;красное;13,5;;0,75;;
Вино Chardonnay Classic – Iglesias de Chiloe 0,75 л;638;вино;чили;белое;13,5;;0,75;;
Вино Шато Южное Купаж №4 2014 0,75 л;638;вино;;красное;;;0,75;;
Вино Sauvignon Blanc Classic – Iglesias de Chiloe 0,75 л;638;вино;чили;белое;13;;0,75;;
Вино Cabernet Sauvignon Classic – Iglesias de Chiloe 0,75 л;638;вино;чили;красное;13;;0,75;;
Вино Rose – West Bay – Isla Negra 0,75 л;640;вино;чили;розовое;12;;0,75;;
Вино Terre Al Sole Bianco VdT 0,75 л;640;вино;италия;белое;;;0,75;;
Вино Sauvignon Blanc Chardonnay – West Bay – Isla Negra 0,75 л;640;вино;чили;белое;;;0,75;;
Вино Terre Al Sole Rosso VdT 0,75 л;640;вино;италия;красное;;;0,75;;
Вино West Bay – Cabernet Sauvignon Merlot – Isla Negra 0,75 л;640;вино;чили;красное;;;0,75;;
Вино Cerasuolo d’Abruzzo – Roggio Antico – Bove 0,75 л;642;вино;италия;розовое;;;0,75;;
Вино L’Eclat – Joy 0,75 л;642;вино;франция;белое;;;0,75;;
Вино Cape Pride Cabernet Sauvignon-Shiraz;642;вино;юар;красное;;;0,75л;;
Вино 2015 – Trebbiano d’Abruzzo – Roggio Antico – Bove 0,75 л;642;вино;италия;белое;;;0,75;;
Вино Соаве Классико Ловатти 2015 DOC 0,75 л;642;вино;италия;белое;;;0,75;;
Вино 2016 – Trebbiano d’Abruzzo – Roggio Antico – Bove 0,75 л;642;вино;италия;белое;;;0,75;;
Вино Montepulciano d’Abruzzo – Roggio Antico – Bove 0,75 л;642;вино;италия;красное;;;0,75;;
Вино Cape Pride Chenin Blanc-Chardonnay;644;вино;юар;белое;;;0,75л;;
Вино Bordeaux La Baronnie Rouge 0,375 л;643;вино;франция;красное;;;0,375;;
Вино Kupferberg Gold Sekt Rose 0,75 л;643;вино;германия;розовое;11,5;;0,75;;
Вино Bordeaux La Baronnie Blanc 0,375 л;643;вино;франция;белое;;;0,375;;
Вино Montepulciano d’Abruzzo – Villa Alba 0,75 л;644;вино;италия;красное;;;0,75;;
Вино Schuchmann Alazani Valley 0,75 л;645;вино;грузия;белое;;;0.75л;;
Вино Schuchmann Alazani Valley Red 0,75 л;645;вино;грузия;красное;12;;0.75л;;
Вино Arrogant Frog Tutti Frutti Rose 2015 0,75 л;646;вино;франция;розовое;;;0,75;;
Вино Pinot Grigio – Ducento 0,75 л;866;вино;италия;белое;;;0,75;;
Вино Sangiovese – La Casada 0,75 л;649;вино;италия;красное;;;0,75;;
Вино Mucho Mas Blanco 0,75 л;650;вино;испания;белое;;;0,75л;;
Вино Белое – София Семигорье – Вилла Виктория 0,75 л;650;вино;россия;белое;;;0,75;;
Вино Vinho Verde – Borlido 0,75 л;650;вино;португалия;белое;11,5;;0,75;;
Вино Cotes du Rhone Gabriel Meffre La Chasse Tradition 2014 AOС 0,375 л;650;вино;франция;красное;;;0,375;;
Вино Cutler Crest Zinfandel;650;вино;сша;розовое;;;0,75;;
Вино Douro Tavedo – Kalem 0,75 л;650;вино;португалия;красное;;;0,75;;
Вино Branco – Pancas 0,75 л;650;вино;португалия;белое;;;0,75;;
Вино Robertson Winery Sauvignon Blanc 2015 0,75 л;650;вино;;белое;;;0,75;;
Вино Красное – София Семигорье – Вилла Виктория 0,75 л;650;вино;россия;красное;;;0,75;;
Вино Wallaby Creek Chardonnay 0,75 л;653;вино;австралия;белое;13;;0,75;;
Вино Wallaby Creek Chardonnay 0,75 л;653;вино;австралия;белое;13;;0,75;;
Вино Wallaby Creek Chardonnay 0,75 л;653;вино;австралия;красное;13;;0,75;;
Вино Marquis Bregal Medoc АОС 2015 0,75 л;656;вино;франция;красное;;;0,75;;
Вино Chardonnay - Aves del Sur 0,75 л;880;вино;чили;белое;;;0,75;;
Вино 2015 – Aves del Sur Merlot 0,75 л;880;вино;чили;розовое;;;0,75;;
Вино Merlot Rose – Aves del Sur 0,75 л;880;вино;чили;розовое;;;0,75;;
Вино Шардоне – Семигорье – Вилла Виктория 0,75 л;660;вино;россия;белое;;;0,75;;
Вино Estada Tinto Roble;661;вино;испания;красное;;;0,75;;
Вино Pinot Grigio – La Casada 0,75 л;663;вино;италия;белое;;;0,75;;
Вино Crest Cabernet Shiraz Merlot 0,75 л;665;вино;;красное;;;0,75;;
Вино Crest Rose 0,75 л;665;вино;;розовое;;;0,75;;
Вино Crest Chardonnay Sauvignon Blanc 0,75 л;665;вино;;белое;;;0,75;;
Вино Marques de Aldeanueva Joven 0,75 л;666;вино;испания;красное;14;;0,75;;
Вино Mill Cellars Chardonnay 0,75 л;667;вино;австралия;белое;;;0,75;;
Вино Mill Cellars Shiraz 0,75 л;667;вино;;красное;;;0,75;;
Вино Rose – Mill Cellars – Hardys 0,75 л;667;вино;австралия;розовое;12;;0,75;;
Вино Cabernet Sauvignon – La Casada 0,75 л;669;вино;италия;красное;;;0,75;;
Вино Merlot – La Casada 0,75 л;669;вино;италия;красное;;;0,75;;
Вино Mapu Sauvignon Blanc 0,75 л;670;вино;чили;белое;;;0,75;;
Вино MAPU Cabernet Sauvignon Carmenere 0,75 л;670;вино;чили;красное;;;0,75;;
Вино Mapu Syrah Rose 0,75 л;670;вино;чили;розовое;;;0,75;;
Вино Mapu Seleccion Carmenere 0,75 л;670;вино;чили;красное;;;0,75;;
Вино Mapu Seleccion Merlot 0,75 л;670;вино;чили;красное;13;;0,75;;
Вино Rulandske modre Latitude 49 Vinselekt Michlovsky 0,75 л;672;вино;чехия;красное;;;0,75;;
Вино Svatovavrinecke Latitude 49 Vinselekt Michlovsky 0,75 л;672;вино;чехия;красное;;;0,75;;
Вино Frankovka Latitude 49 Vinselekt Michlovsky 0,75 л;672;вино;чехия;красное;12,5;;0,75;;
Вино Umbria La Carraia “Albeo” 2014 IGT 0,75 л;672;вино;италия;белое;;;0,75;;
Вино Rulandske bile Standart Vinselekt Michlovsky 0,75 л;672;вино;чехия;белое;;;0,75;;
Вино Ryzlink rynsky Latitude 49 Vinselekt Michlovsky 0,75 л;672;вино;чехия;белое;;;0,75;;
Вино Ruber – La Carraia 0,75 л;672;вино;италия;красное;;;0,75;;
Вино Inzolia - Feudo Arancio 0,75 л;672;вино;италия;белое;;;0,75;;
Вино Pinot Grigio Rosato – Villa Alba 0,75 л;675;вино;италия;розовое;;;0,75;;
Вино Duo Mythique Chardonnay Muscat 0,75 л;675;вино;франция;белое;;;0,75;;
Вино Le Lepri – Monteguelfo – Cecchi 0,75 л;678;вино;италия;белое;;;0,75;;
Вино Il Fenicoterro – Monteguelfo – Cecchi 0,75 л;678;вино;италия;розовое;;;0,75;;
Вино I Merli – Monteguelfo – Cecchi 0,75 л;678;вино;италия;красное;;;0,75;;
Вино Bin 141 Colombard Chardonnay 0,75 л;679;вино;;белое;;;0,75;;
Вино Rose – Mateus 0,75 л;679;вино;португалия;розовое;;;0,75;;
Вино Chardonnay – SilverGum 0,75 л;680;вино;австралия;белое;;;0,75;;
Вино Merlot, Santa Ana 0,75 л;680;вино;аргентина;красное;;;0,75;;
Вино Estada Syrah;682;вино;испания;красное;;;0,75;;
Вино Soave – Villa Pampini 0,75 л;685;вино;италия;белое;;;0,75;;
Вино Barbera d`Asti Frassinо – Natale Verga 0,75 л;686;вино;италия;красное;12;;0,75;;
Вино Fanagoria author's wine Kagor;690;вино;россия;красное;;;0,75;;
Вино Castillo de Almansa Coleccion Garnacha Tintorera 0,75 л;690;вино;испания;красное;;;0.75л;;
Вино Nadaria Insolia, Terre Siciliane IGT 2015 0,75 л;690;вино;италия;белое;;;0,75;;
Вино Chardonnay – 770 Miles 0,75 л;690;вино;сша;белое;;;0,75;;
Вино Chardonnay – Bonne Bouvelle 0,75 л;690;вино;франция;белое;;;0,75;;безалкогольное
Вино Sanvigilio Merlot Delle Venezie – Cavit 0,75 л;690;вино;италия;красное;;;0,75;;
Вино Merlot – Bonne Bouvelle 0,75 л;690;вино;франция;красное;;;0,75;;безалкогольное
Вино Bodegas Santa Ana Varietales Chardonnay 0,75 л;690;вино;аргентина;белое;;;0,75;;
Вино Shiraz – SilverGum 0,75 л;690;вино;австралия;красное;;;0,75;;
Вино Mucho Mas 0,75 л;690;вино;испания;красное;14;;0.75;;
Вино Alazani Valley Metekhi 0,75 л;690;вино;грузия;красное;;;0,75;;
Вино Alazani Valley Metekhi 0,75 л;690;вино;грузия;белое;;;0,75;;
Вино Совиньон – Специальный Тираж – Бухта Омега 0,75 л;690;вино;россия;белое;;;0,75;;
Вино Le Caveau des Vignes Muscadet – OllivierFreres 0,75 л;690;вино;франция;белое;;;0,75;;
Вино D. Alfece Vinho Verde;690;вино;португалия;белое;;;0.75;;
Вино Syrah – Bonne Bouvelle 0,75 л;690;вино;франция;розовое;;;0,75;;безалкогольное
Вино Chateau Tamagne Reserve Merlot 0,75 л;692;вино;россия;красное;;;0,75;;
Вино Chateau Tamagne Reserve Saperavi 0,75 л;692;вино;россия;красное;;;0,75;;
Вино KWV, Sauvignon Blanc Reserve 0,75 л;692;вино;юар;белое;13,5;;0,75;;
Вино Chateau Tamagne Reserve Cabernet 0,75 л;692;вино;россия;;11;;0,75;;
Вино St. Lorenz Christkindl Gluhwein 1 л;693;вино;германия;красное;8,8;;1;;
Вино Chardonnay – Signos 0,75 л;697;вино;аргентина;белое;;;0,75;;
Вино Lettres de France Bordeaux Rouge 0,75 л;697;вино;франция;красное;;;0,75;;
Вино Porca de Murca Douro DOC 0,75 л;700;вино;португалия;белое;;;0,75;;
Вино Пино Гри – Семигорье – Вилла Виктория 0,75 л;700;вино;россия;розовое;;;0,75;;
Вино Розовое – Пино Нуар – Семигорье – Вилла Виктория 0,75 л;700;вино;россия;розовое;;;0,75;;
Вино Совиньон Блан – Семигорье – Вилла Виктория 0,75 л;700;вино;россия;белое;;;0,75;;
Вино Chardonnay – Castellargo 0,75 л;704;вино;италия;белое;;;0,75;;
Вино Roble – Vega Demara 0,75 л;704;вино;испания;красное;;;0,75;;
Вино Pinot Noir – Stemmari 0,75 л;704;вино;италия;красное;;;0,75;;
Вино Merlot – Castellargo 0,75 л;704;вино;италия;красное;;;0,75;;
Вино Verdejo – Vega Demara 0,75 л;704;вино;испания;белое;;;0,75;;
Вино Catalunya Los Condes Crianza 2013 DO 0,75 л;706;вино;испания;красное;;;0,75;;
Вино Schuchmann Saperavi 0,75 л;707;вино;грузия;красное;14,5;;0.75л;;
Вино Beaujolais-Villages – Albert Bichot 0,375 л;707;вино;франция;красное;;;0,375;;
Вино Chateau Du Pin Blanc 0,75 л;978;вино;франция;белое;;;0,75;;
Вино Schuchmann Tsinandali 0,75 л;707;вино;грузия;белое;;;0.75л;;
Вино Campelo Adamado 0,75 л;709;вино;португалия;белое;;;0,75;;
Вино Nero d’Avola – La Casada 0,75 л;709;вино;италия;красное;;;0,75;;
Вино Perrin et Fils La Vieille Ferme Rouge Cotes du Ventoux AOC 2014 0,75 л;709;вино;франция;красное;;;0,75;;
Вино Sol de Espana Sangria;710;вино;испания;красное;7;;1,5л;;
Вино Shedar Grillo 0,75 л;710;вино;италия;белое;;;0,75;;
Вино Chianti Chibello;710;вино;италия;красное;;;0,75;;
Вино Tinto – Mendoza – San Felipe 0,75 л;947;вино;аргентина;красное;;;0,75;;
Вино Shedar Nero d`Avola 0,75 л;710;вино;италия;красное;;;0,75;;
Вино Blanco – Mendoza – San Felipe 0,75 л;947;вино;аргентина;белое;;;0,75;;
Вино Shedar Chardonnay 0,75 л;710;вино;италия;белое;;;0,75;;
Вино Alazani Valley red semi-sweet 0,75 л;712;вино;грузия;красное;13,5;;0,75;;
Вино Саперави – Картули Вази 0,75 л;1105;вино;грузия;красное;;;0,75;;
Вино Epico – Dominio de Eguren 0,75 л;714;вино;испания;красное;;;0,75;;
Вино Merlot Louis 0,75 л;714;вино;франция;красное;13;;0,75;;
Вино Sauvignon Blanc – 8 Rios 0,75 л;715;вино;чили;белое;12,5;;0,75;;
Вино Castillo De Eneriz Grasiano Garnacha;715;вино;испания;красное;;;0,75;;
Вино Merlot – 8 Rios 0,75 л;715;вино;чили;красное;13,5;;0,75;;
Вино Chardonnay – 8 Rios 0,75 л;715;вино;чили;белое;13,5;;0,75;;
Вино Cabernet Sauvignon – 8 Rios 0,75 л;715;вино;чили;красное;13;;0,75;;
Вино Chateau de Lavagnac 0,375 л;717;вино;франция;красное;;;0,375;;
Вино Soave – Carnevale di Venezia – Natale Verga 0,75 л;717;вино;италия;белое;;;0,75;;
Вино Barkan Classic Emerald Riesling 0,75 л;719;вино;португалия;белое;;;0,75;;
